text,label
等一下我們怎麼了？,6
你剛剛不是說等一？,6
等一下咧？,6
你剛剛不是說等一下我？,6
好奇問一下，等一下,6
你怎麼看等一下？,6
我不懂，等一,6
你剛剛不是說等一下我們？,6
等一下我欸,6
他們說等一下是真的嗎？,6
你會等一下我們嗎？,6
所以現在是等一下我,6
那如果是你你會怎樣？,6
所以你覺得等一下？,6
你會等一下嗎？,6
等一啦,6
真的假的，等一,6
我不懂，等一下,6
等一下我們啦,6
你說等一下是對的嗎？,6
真的假的，等一下我,6
等一下啦,6
怎麼會這樣，等一下,6
我不懂，等一下我們,6
你怎麼看等一下我們？,6
結果等一下我,6
等一真的假的,6
等一下我們欸,6
所以你覺得等一下我？,6
真的假的，等一下我們,6
等一下怎麼了？,6
好奇問一下，等一下我,6
等一欸,6
所以你覺得等一？,6
他們說等一下我們是真的嗎？,6
蛤？等一下我們,6
等一下到底怎麼回事？,6
怎麼會這樣，等一下我,6
那怎麼辦？,6
我不懂，等一下我,6
怎麼會這樣，等一下我們,6
等一怎麼了？,6
等一下我咧？,6
等一下我們到底怎麼回事？,6
你說等一下我們是對的嗎？,6
你說等一下我是對的嗎？,6
這樣是不是不太好？,6
你剛剛不是說等一下？,6
所以你覺得等一下我們？,6
等一下我真的假的,6
蛤？等一下,6
好奇問一下，等一,6
我不懂，為什麼？,7
你說為什是對的嗎？,7
真的假的，為什麼,7
蛤？為什麼？,7
蛤？為什麼？發,7
蛤？為什麼,7
結果為什麼？,7
他們說為什是真的嗎？,7
好奇問一下，為什麼？,7
為什麼咧？,7
為什欸,7
所以現在是為什麼？發,7
好奇問一下，為什麼？發,7
他們說為什麼？是真的嗎？,7
怎麼會這樣，為什麼,7
所以你覺得為什麼？,7
結果為什,7
蛤？為什,7
為什麼？欸,7
為什麼？到底怎麼回事？,7
為什麼欸,7
為什啦,7
你剛剛不是說為什麼？發？,7
你會為什麼？嗎？,7
所以現在是為什麼？,7
為什麼到底怎麼回事？,7
你怎麼看為什麼？,7
我不懂，為什麼,7
你剛剛不是說為什？,7
為什到底怎麼回事？,7
結果為什麼,7
為什麼？真的假的,7
你會為什嗎？,7
你剛剛不是說為什麼？,7
為什麼？發咧？,7
那如果是你你會怎樣？,7
所以你覺得為什？,7
為什麼？發到底怎麼回事？,7
你怎麼看為什麼？發？,7
好奇問一下，為什麼,7
為什麼？啦,7
所以你覺得為什麼？發？,7
所以現在是為什麼,7
他們說為什麼是真的嗎？,7
你會為什麼嗎？,7
你剛剛不是說為什麼？？,7
你怎麼看為什？,7
那怎麼辦？,7
為什麼？咧？,7
為什麼啦,7
怎麼會這樣，為什麼？,7
真的假的，為什,7
你說為什麼是對的嗎？,7
為什麼？發啦,7
為什咧？,7
真的假的，為什麼？發,7
這樣是不是不太好？,7
怎麼會這樣，為什麼？發,7
為什麼？發怎麼了？,7
所以現在是為什,7
所以你覺得為什麼？？,7
你怎麼看為什麼？？,7
我不懂，為什,7
為什麼？怎麼了？,7
怎麼會這樣，為什,7
為什麼？發欸,7
為什麼真的假的,7
為什怎麼了？,7
連我怎麼了？,8
連我欸,8
你會連我們都嗎？,8
連我咧？,8
連我們都不到底怎麼回事？,8
你會連我們嗎？,8
蛤？連我,8
真的假的，連我,8
你剛剛不是說連我們？,8
蛤？連我們,8
結果連我們,8
所以你覺得連我們？,8
你怎麼看連我們都？,8
好奇問一下，連我們,8
真的假的，連我們都不,8
所以現在是連我們都,8
連我們都真的假的,8
你說連我們都是對的嗎？,8
蛤？連我們都,8
你怎麼看連我？,8
所以現在是連我們,8
怎麼會這樣，連我們,8
他們說連我們是真的嗎？,8
他們說連我們都是真的嗎？,8
你說連我們是對的嗎？,8
連我啦,8
好奇問一下，連我們都不,8
你剛剛不是說連我們都？,8
連我們都到底怎麼回事？,8
連我們怎麼了？,8
所以現在是連我們都不,8
怎麼會這樣，連我,8
所以你覺得連我們都不？,8
那如果是你你會怎樣？,8
連我們真的假的,8
連我到底怎麼回事？,8
他們說連我們都不是真的嗎？,8
連我們都咧？,8
我不懂，連我們,8
我不懂，連我們都不,8
所以你覺得連我們都？,8
連我們欸,8
連我們都不啦,8
真的假的，連我們都,8
蛤？連我們都不,8
好奇問一下，連我,8
連我們到底怎麼回事？,8
我不懂，連我,8
所以現在是連我,8
你剛剛不是說連我？,8
好奇問一下，連我們都,8
怎麼會這樣，連我們都不,8
那怎麼辦？,8
你怎麼看連我們都不？,8
連我們都不咧？,8
所以你覺得連我？,8
我不懂，連我們都,8
連我們都不怎麼了？,8
結果連我,8
你會連我們都不嗎？,8
這樣是不是不太好？,8
你說連我們都不是對的嗎？,8
你剛剛不是說連我們都不？,8
連我們啦,8
你怎麼看連我們？,8
結果連我們都,8
連我們都不真的假的,8
連我真的假的,8
結果連我們都不,8
你說連我是對的嗎？,8
所以你覺得還是說？,9
還是說欸,9
還是說就欸,9
你怎麼看還是說就是？,9
所以你覺得還是說就是？,9
蛤？還是說就是,9
你會還是說嗎？,9
還是說就到底怎麼回事？,9
還是咧？,9
所以現在是還是說就,9
你怎麼看還是？,9
還是說就是欸,9
你說還是是對的嗎？,9
還是說就啦,9
真的假的，還是說,9
還是說就真的假的,9
我不懂，還是說就是,9
所以你覺得還是？,9
還是怎麼了？,9
怎麼會這樣，還是,9
你怎麼看還是說？,9
還是說怎麼了？,9
蛤？還是說就,9
你剛剛不是說還是？,9
還是說就咧？,9
他們說還是說就是是真的嗎？,9
你剛剛不是說還是說就？,9
還是說就是啦,9
結果還是,9
結果還是說就,9
所以現在是還是,9
你說還是說就是對的嗎？,9
你剛剛不是說還是說就是？,9
還是到底怎麼回事？,9
真的假的，還是說就是,9
所以你覺得還是說就？,9
那如果是你你會怎樣？,9
好奇問一下，還是說就是,9
怎麼會這樣，還是說就,9
他們說還是是真的嗎？,9
真的假的，還是,9
好奇問一下，還是說就,9
怎麼會這樣，還是說,9
怎麼會這樣，還是說就是,9
你會還是嗎？,9
你會還是說就是嗎？,9
還是啦,9
還是說就是怎麼了？,9
所以現在是還是說,9
還是說啦,9
還是說就是真的假的,9
還是說就怎麼了？,9
蛤？還是,9
還是欸,9
還是說就是到底怎麼回事？,9
蛤？還是說,9
還是說就是咧？,9
那怎麼辦？,9
你會還是說就嗎？,9
我不懂，還是說,9
他們說還是說就是真的嗎？,9
你說還是說是對的嗎？,9
你怎麼看還是說就？,9
你說還是說就是是對的嗎？,9
結果還是說,9
這樣是不是不太好？,9
所以現在是還是說就是,9
我不懂，還是,9
好奇問一下，還是說,9
我不懂，還是說就,9
結果還是說就是,9
怎麼會這樣，有問題的話,10
你剛剛不是說有問？,10
好奇問一下，有問題的,10
好奇問一下，有問,10
好奇問一下，有問題,10
有問題怎麼了？,10
有問怎麼了？,10
你剛剛不是說有問題的？,10
你說有問題的話是對的嗎？,10
他們說有問題的話是真的嗎？,10
結果有問題的話,10
有問題啦,10
真的假的，有問題,10
他們說有問題的是真的嗎？,10
真的假的，有問題的話,10
我不懂，有問,10
你說有問題是對的嗎？,10
你會有問題嗎？,10
有問題的話怎麼了？,10
你會有問題的話嗎？,10
有問欸,10
有問題的話真的假的,10
所以現在是有問題,10
有問題的怎麼了？,10
我不懂，有問題,10
你會有問嗎？,10
有問題到底怎麼回事？,10
真的假的，有問題的,10
你怎麼看有問題的話？,10
蛤？有問題,10
有問題的話到底怎麼回事？,10
那如果是你你會怎樣？,10
結果有問題的,10
怎麼會這樣，有問題,10
有問題的真的假的,10
他們說有問題是真的嗎？,10
有問題欸,10
蛤？有問題的,10
結果有問題,10
有問題的話欸,10
蛤？有問,10
有問到底怎麼回事？,10
所以現在是有問題的話,10
我不懂，有問題的,10
有問題的欸,10
蛤？有問題的話,10
你怎麼看有問題？,10
你剛剛不是說有問題的話？,10
有問題真的假的,10
那怎麼辦？,10
你會有問題的嗎？,10
所以你覺得有問？,10
怎麼會這樣，有問,10
有問咧？,10
你怎麼看有問？,10
我不懂，有問題的話,10
怎麼會這樣，有問題的,10
有問題的話啦,10
有問真的假的,10
好奇問一下，有問題的話,10
你說有問題的是對的嗎？,10
這樣是不是不太好？,10
你說有問是對的嗎？,10
有問題的啦,10
所以你覺得有問題的？,10
有問題的話咧？,10
結果有問,10
所以你覺得有問題的話？,10
你說是我自己是對的嗎？,11
好奇問一下，是我自,11
是我自己欸,11
真的假的，是我自己,11
你剛剛不是說是我自？,11
蛤？是我自己的,11
你怎麼看是我自？,11
好奇問一下，是我自己,11
是我怎麼了？,11
真的假的，是我,11
所以現在是是我自己的,11
你怎麼看是我自己的？,11
結果是我,11
你會是我自嗎？,11
蛤？是我,11
所以現在是是我自己,11
是我自己的咧？,11
是我真的假的,11
你說是我自己的是對的嗎？,11
是我自己咧？,11
結果是我自己的,11
蛤？是我自己,11
我不懂，是我自己,11
是我自咧？,11
是我欸,11
是我自己的到底怎麼回事？,11
是我自真的假的,11
是我自己的怎麼了？,11
我不懂，是我自己的,11
是我咧？,11
怎麼會這樣，是我,11
我不懂，是我,11
那如果是你你會怎樣？,11
所以你覺得是我自？,11
我不懂，是我自,11
怎麼會這樣，是我自己的,11
所以現在是是我自,11
結果是我自己,11
是我啦,11
你會是我自己嗎？,11
是我自到底怎麼回事？,11
是我自怎麼了？,11
你說是我自是對的嗎？,11
怎麼會這樣，是我自,11
蛤？是我自,11
他們說是我自是真的嗎？,11
所以現在是是我,11
是我自己的真的假的,11
你會是我自己的嗎？,11
是我自己真的假的,11
真的假的，是我自己的,11
是我自己怎麼了？,11
是我自己啦,11
他們說是我自己是真的嗎？,11
那怎麼辦？,11
是我自己的啦,11
你剛剛不是說是我自己的？,11
真的假的，是我自,11
這樣是不是不太好？,11
所以你覺得是我自己的？,11
你會是我嗎？,11
是我自己到底怎麼回事？,11
好奇問一下，是我,11
怎麼會這樣，是我自己,11
你說是我是對的嗎？,11
他們說是我是真的嗎？,11
是我自欸,11
是我到底怎麼回事？,11
是我自己的欸,11
你怎麼看是我自己？,11
結果是我自,11
你怎麼看是我？,11
你怎麼看你也說？,12
結果你也,12
你也說怎麼了？,12
你會你也說過還嗎？,12
怎麼會這樣，你也說過,12
你也怎麼了？,12
蛤？你也,12
你剛剛不是說你也？,12
真的假的，你也說過,12
你也說欸,12
你怎麼看你也說過？,12
所以你覺得你也說過？,12
你剛剛不是說你也說過還？,12
你也到底怎麼回事？,12
真的假的，你也說,12
他們說你也說是真的嗎？,12
你也說過還到底怎麼回事？,12
你說你也說是對的嗎？,12
你怎麼看你也？,12
你也說過咧？,12
你也說到底怎麼回事？,12
好奇問一下，你也,12
你也說過真的假的,12
你剛剛不是說你也說？,12
所以現在是你也說過,12
你也說過啦,12
你會你也說嗎？,12
你說你也說過還是對的嗎？,12
那如果是你你會怎樣？,12
你也說過到底怎麼回事？,12
怎麼會這樣，你也說過還,12
真的假的，你也說過還,12
他們說你也是真的嗎？,12
蛤？你也說,12
你也欸,12
你說你也說過是對的嗎？,12
你也說過怎麼了？,12
你也說過還啦,12
你也說過還怎麼了？,12
所以你覺得你也？,12
我不懂，你也說過,12
結果你也說,12
結果你也說過還,12
你也啦,12
你也說過還咧？,12
你也說過欸,12
那怎麼辦？,12
真的假的，你也,12
蛤？你也說過,12
你也說過還欸,12
你也說咧？,12
他們說你也說過是真的嗎？,12
這樣是不是不太好？,12
我不懂，你也說,12
你怎麼看你也說過還？,12
我不懂，你也說過還,12
你也說過還真的假的,12
所以現在是你也說過還,12
你也咧？,12
怎麼會這樣，你也說,12
他們說你也說過還是真的嗎？,12
你會你也嗎？,12
你剛剛不是說你也說過？,12
所以現在是你也說,12
好奇問一下，你也說過還,12
我不懂，你也,12
你也說啦,12
所以你覺得你也說？,12
所以現在是你也,12
我不懂，你真的要退,13
你真欸,13
你說你真的是對的嗎？,13
你真的到底怎麼回事？,13
真的假的，你真的,13
你真的欸,13
你真的要怎麼了？,13
真的假的，你真,13
所以你覺得你真？,13
你真的要退啦,13
你真啦,13
他們說你真的是真的嗎？,13
好奇問一下，你真的要,13
你真的要啦,13
他們說你真是真的嗎？,13
你說你真的要退是對的嗎？,13
你真的怎麼了？,13
所以你覺得你真的要？,13
你會你真的嗎？,13
你怎麼看你真的要退？,13
你怎麼看你真的？,13
你剛剛不是說你真？,13
所以現在是你真的,13
好奇問一下，你真的要退,13
你真的要咧？,13
你真的要到底怎麼回事？,13
怎麼會這樣，你真的要退,13
結果你真的,13
你真的啦,13
他們說你真的要是真的嗎？,13
怎麼會這樣，你真,13
結果你真的要退,13
那如果是你你會怎樣？,13
你怎麼看你真的要？,13
真的假的，你真的要,13
所以現在是你真的要,13
好奇問一下，你真的,13
所以現在是你真的要退,13
蛤？你真,13
你會你真嗎？,13
你真的要欸,13
我不懂，你真的,13
你說你真是對的嗎？,13
你會你真的要嗎？,13
好奇問一下，你真,13
所以現在是你真,13
結果你真,13
你說你真的要是對的嗎？,13
真的假的，你真的要退,13
你怎麼看你真？,13
你真的真的假的,13
你剛剛不是說你真的要退？,13
怎麼會這樣，你真的,13
你真怎麼了？,13
你剛剛不是說你真的？,13
那怎麼辦？,13
你真真的假的,13
蛤？你真的,13
你真的咧？,13
我不懂，你真的要,13
怎麼會這樣，你真的要,13
這樣是不是不太好？,13
所以你覺得你真的？,13
他們說你真的要退是真的嗎？,13
你真的要退到底怎麼回事？,13
蛤？你真的要退,13
你真的要真的假的,13
你真的要退真的假的,13
你真的要退欸,13
你真的要退咧？,13
你真的要退怎麼了？,13
蛤？你真的要,13
你會你真的要退嗎？,13
你怎麼看還有這樣太？,14
你怎麼看還有？,14
所以現在是還有這樣太,14
我不懂，還有這,14
所以你覺得還有這樣？,14
還有這樣太怎麼了？,14
還有這樣咧？,14
還有欸,14
你會還有這樣太嗎？,14
還有這樣真的假的,14
還有真的假的,14
好奇問一下，還有這,14
還有咧？,14
你剛剛不是說還有這樣太？,14
你說還有這是對的嗎？,14
蛤？還有,14
我不懂，還有,14
他們說還有是真的嗎？,14
所以你覺得還有這？,14
蛤？還有這樣,14
你怎麼看還有這？,14
還有這樣怎麼了？,14
你會還有這樣嗎？,14
蛤？還有這樣太,14
你說還有是對的嗎？,14
真的假的，還有這樣太,14
你怎麼看還有這樣？,14
結果還有這樣太,14
還有啦,14
你剛剛不是說還有這？,14
還有這怎麼了？,14
好奇問一下，還有,14
你剛剛不是說還有這樣？,14
還有這樣欸,14
真的假的，還有,14
所以現在是還有這樣,14
他們說還有這樣太是真的嗎？,14
真的假的，還有這,14
你會還有這嗎？,14
那如果是你你會怎樣？,14
怎麼會這樣，還有,14
你說還有這樣是對的嗎？,14
還有這樣太欸,14
所以現在是還有,14
好奇問一下，還有這樣,14
還有這到底怎麼回事？,14
所以你覺得還有這樣太？,14
還有到底怎麼回事？,14
你剛剛不是說還有？,14
還有這樣太啦,14
所以現在是還有這,14
還有這樣太真的假的,14
所以你覺得還有？,14
我不懂，還有這樣太,14
還有這樣太到底怎麼回事？,14
好奇問一下，還有這樣太,14
還有怎麼了？,14
還有這樣啦,14
他們說還有這是真的嗎？,14
怎麼會這樣，還有這樣太,14
那怎麼辦？,14
蛤？還有這,14
結果還有,14
我不懂，還有這樣,14
你說還有這樣太是對的嗎？,14
這樣是不是不太好？,14
你會還有嗎？,14
怎麼會這樣，還有這,14
怎麼會這樣，還有這樣,14
他們說還有這樣是真的嗎？,14
還有這樣太咧？,14
還有這樣到底怎麼回事？,14
還有這咧？,14
真的假的，還有這樣,14
還有這欸,14
你怎麼看為什麼都？,15
你剛剛不是說為什麼都？,15
蛤？為什麼,15
你說為什是對的嗎？,15
你怎麼看為什麼都不？,15
真的假的，為什麼,15
為什怎麼了？,15
怎麼會這樣，為什麼都不,15
我不懂，為什麼都,15
怎麼會這樣，為什麼都,15
為什麼咧？,15
為什欸,15
為什麼都咧？,15
所以你覺得為什麼都？,15
怎麼會這樣，為什麼,15
結果為什,15
所以你覺得為什麼？,15
真的假的，為什麼都,15
蛤？為什,15
蛤？為什麼都,15
為什麼都怎麼了？,15
我不懂，為什麼,15
為什啦,15
為什麼到底怎麼回事？,15
結果為什麼,15
為什麼都不欸,15
他們說為什麼都是真的嗎？,15
好奇問一下，為什麼都,15
為什麼都不啦,15
你會為什嗎？,15
你剛剛不是說為什麼？,15
為什真的假的,15
為什麼都不到底怎麼回事？,15
那如果是你你會怎樣？,15
真的假的，為什麼都不,15
所以你覺得為什？,15
結果為什麼都,15
好奇問一下，為什麼,15
所以現在是為什麼,15
你剛剛不是說為什麼都不？,15
為什麼怎麼了？,15
為什麼都不怎麼了？,15
為什麼都啦,15
你會為什麼嗎？,15
你會為什麼都嗎？,15
你說為什麼都是對的嗎？,15
你怎麼看為什？,15
為什麼都不咧？,15
那怎麼辦？,15
所以現在是為什麼都不,15
好奇問一下，為什麼都不,15
好奇問一下，為什,15
